English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Romani, East Slovak	Roman, Romani, Carpathian, Burgenland Romani, Central Romani, East Slovak Romani, Moravian Romani, West Slovak Romani, Bashaldo, Hungarian-Slovak Romani, Karpacki Roma, Romungro, Gurvari, Vend Romani, Veršend Romani, Bergitka, South Polish Romani, Galician, Transylvanian, Prekmurski Romani, Servika Romani, Romanes, Sárvika Romá, Ungrike Romá	rmc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rmc	Czech Republic, Poland, Romania, Slovakia, Ukraine															1					https://live.bible.is/bible/RMCWFW/Mat/1	O keriben pal e Devleskre bičhade (Morava) (MOR1936): https://www.bible.com/bible/1640/MAT.1 ## E Nevi Zmluva pal o Romanes 2014 (NZR): https://www.bible.com/bible/992/MAT.1	https://www.globalrecordings.net/en/language/rmc	1				https://www.scriptureearth.org/data/rmc/video/JESUSFilm-rmc.txt																		language map: https://joshuaproject.net/languages/rmc	
Romani, Sinti	Romani, Sinte, Manuš, Romanes, Sinte, Sinti, Sintitikes, Lallere, Tsigane, Eftawagaria, Estracharia, Gadschkene, Kranaria, Krantiki, Praistiki, Sinto-Manush, Zigeuner, Manouche, Manuche, Manush, Piedmont Sintí, Slovenian-Croatian, Venetian Sinti, Piedmontese Sinti, Abbruzzesi, Serbian Romani, Slovenian-Croatian Romani, Sasítka Romá	rmo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rmo	Austria, Croatia, Czech Republic, France, Germany, Italy, Kazakhstan, Netherlands, Poland, Serbia, Slovenia, Switzerland															1				Bible: https://www.zakbijbelbond.nl/en/romani-sinte-bibles/	https://live.bible.is/bible/RMORAM/Mat/1	I Ghiléngheri Ghília Salomunéskero an i Rômáni: https://www.bible.com/bible/1942/MAT.1 ## O Evangelio Jezus Kristusester pala Markus 1912 (SINT1912): https://www.bible.com/bible/1604/MAT.1	https://www.globalrecordings.net/en/language/rmo					https://www.scriptureearth.org/data/rmo/video/JESUSFilm-rmo.txt																			
Romani, Vlach	Gurbet, North Albanian, South Albanian, Fieri, Korça, Romani Vlax, Rom, Austrian Lovari, Kalderash, Serbo-Bosnian, Southern Vlax, Machvano, Machwaya, Danubian, Gurbéti, Gypsy, Tsigene, Vlax, Ihtiman, Filipidzía, Grekurja, Kalpazea, Lovari, Xandurja, Greco, Romanés, Tsingani, Cerhari, Hungarian Lovari, Beás, Cigány, Roma, Italian Xoraxane, Italian Kalderash, Das, Džambazi, Mexican Vlax, Norwegian Lovari, Polish Lovari, Churari, Eastern Vlax Romani, Gabor, Ghagar, Sedentar Romani, Sedentary Bulgarian, Ukraine-Moldavia, Vallachian, Zagundzi, Bisa, Churarícko, Coppersmith, Kalderari, Kelderash, Kelderashícko, Lovarícko, Machvanmcko, Sievemakers, Romanese, Romani, Vlax Romany, Dzambazi, Gurbetsky, Serbian Kalderash, Central Vlax Romani, Crimean Romani, Chokeshi Lovari, Russian Kalderash, Arli, Taikon Kalderash, Slovak Bougesti, Kaldarári, Ukrainian Vlax	rmy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rmy	Albania, Bosnia and Herzegovina, Bulgaria, Colombia, France, Germany, Greece, Italy, Netherlands, Norway, Poland, Portugal, Romania, Russia, Slovakia, Sweden															1		https://play.google.com/store/apps/details?id=org.wycliffe.rmy.bible ## Ursari - Selection of Psalms: https://play.google.com/store/apps/details?id=org.wycliffe.rmy.ursari.psalms		Romani-Kalderash Bibles: https://www.zakbijbelbond.nl/en/romani-kalderash-bijbels/ ## Romani Vlax Bibles: https://www.zakbijbelbond.nl/en/romani-vlax-bibles/	https://live.bible.is/bible/RMYCVV/Mat/1	O angluno lil anda o Johannes 1984 (Noreg) (LOV: https://www.bible.com/bible/1698/MAT.1 ## Evanghelia pala o Matei 1996 (ursarilor România: https://www.bible.com/bible/1360/MAT.1 ## Predigimo ä Johannesko 1930 (LOV1930): https://www.bible.com/bible/1611/MAT.1 ## Evanghelia pala o Marco 1996 (căldărarilor Româ: https://www.bible.com/bible/1361/MAT.1 ## (© Alliance biblique française 2004): https://www.bible.com/bible/1425/MAT.1 ## (NT Romané © Sociedad Bíblica Chilena 2007): https://www.bible.com/bible/391/MAT.1	https://www.globalrecordings.net/en/language/rmy	1				https://www.scriptureearth.org/data/rmy/video/JESUSFilm-rmy.txt																		language map: https://joshuaproject.net/languages/rmy	
Romanian	Daco-Rumanian, Moldavian, Roumanian, Rumanian, Boyash Romanian, Daco-Romanian, Limba română, Româneşte, Rumanian, Română, Banat, Bayash, Chrishana, Maramuresh, Muntenian, Oltenia-Lesser Wallachia, Muntean, Oltean, Walachian, Moldovan, Roumanian, Moldavian, Transylvanian	ron			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ron	Croatia, Hungary, Israel, Moldova, Romania, Ukraine			unknown						unknown						1				Moldovian Bibles: https://www.zakbijbelbond.nl/en/moldovan-bibles/ ## Romanian Bibles: https://www.zakbijbelbond.nl/en/romanian-bibles/ ## https://multilanguagemedia.org/languages/romanian/	- Cornilescu Bible: https://live.bible.is/bible/RONCORN/mat/1 ## - New Romanian Translation: https://live.bible.is/bible/RONBIB/GEN/1?audio_type=audio ## - Noua Traducere Românească (NTR): https://live.bible.is/bible/RONLPF/MAT/1	Traducere Literală Cornilescu 1931 (VDCL): https://www.bible.com/bible/1996/MAT.1 ## Библия Думитру Корнилеску 1924 (БДК): https://www.bible.com/bible/2072/MAT.1 ## Noua Traducere Românească (NTR): https://www.bible.com/bible/126/MAT.1 ## Biblia în Versiune Actualizată 2018 (BVA): https://www.bible.com/bible/1454/MAT.1 ## Biblia în versuri 2014 (BIV2014): https://www.bible.com/bible/1466/MAT.1 ## Versiunea Biblia Romano-Catolică 2013 (VBRC2013): https://www.bible.com/bible/1467/MAT.1 ## Română Noul Testament Interconfesional 2009 (BINT09): https://www.bible.com/bible/1506/MAT.1 ## Biblia sau Sfânta Scriptură cu Trimiteri 1924, Dumitru Cornilescu (VDC): https://www.bible.com/bible/191/MAT.1 ## Biblia Traducerea Fidela 2015 (BTF2015): https://www.bible.com/bible/903/MAT.1 ## Ediția Dumitru Cornilescu revizuită 2019 (EDCR): https://www.bible.com/en-GB/bible/2311/MAT.1	https://globalrecordings.net/en/language/4452	1				https://www.scriptureearth.org/data/ron/video/JESUSFilm-ron.txt							https://www.scriptureearth.org/data/ron/video/Magdalena-ron.txt											language map: https://joshuaproject.net/languages/ron	
Romanian Sign Language	LMGR, LSR, Limbaj Mimico-Gestual Romanesc, Limbajul Semenelor Romanesc	rms			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rms	Romania															1												https://www.scriptureearth.org/data/rms/video/JESUSFilm-rms.txt																		language map: https://joshuaproject.net/languages/rms	
Romblomanon	Bisaya', Romblon, Sibuyanon, Basi, Ini, Niromblon, Rombloanon, Rumblumãnun, Tiyad Ini	rol			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rol	Philippines															1						Bag-o nga Kasugtanan (BKR): https://www.bible.com/bible/2244/MAT.1	https://www.globalrecordings.net/en/language/rol																							language map: https://joshuaproject.net/languages/rol	
Romei-Barera	Northern One, Aunalei, Onele, Oni	onr	21168		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=onr&ROD_Code=21168	Papua New Guinea		43		43											1		https://play.google.com/store/apps/details?id=org.wycliffe.onrr.romei.barerai.bible					https://www.globalrecordings.net/en/language/21168				Music of Romei-Barera										https://www.scriptureearth.org/data/onr/video/onrR-ScrSlide.txt ## https://www.scriptureearth.org/data/onr/video/onrR-ScrSlide-download.txt									language map: https://joshuaproject.net/languages/onr	
Rote	Bokai, Korbafo, Pa'da, Pa'da Kona, Keka-Talae, Korbaffo, Southern Termanu, Termanu, Central Rote, Rote Tengah, Roti, Rotinese	twu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=twu	Indonesia															1							https://www.globalrecordings.net/en/language/twu																							language map: https://joshuaproject.net/languages/twu	
Rotokas	Aita, Atsilima, Pipipaia	roo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=roo	Papua New Guinea	27				1				unknown						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.roo.rotokas.nt		New Testament: https://virtualstorehouse.org/products/rotokas-nt-roo-913	https://live.bible.is/bible/ROOWBT/Mat/1		https://globalrecordings.net/en/langcode/roo	1	https://www.scriptureearth.org/data/roo/study/RotokasNT.jar	https://www.scriptureearth.org/data/roo/study/roo.bbl.mybible																				language map: https://joshuaproject.net/languages/roo	
Roviana	Robiana, Rubiana, Ruviana, Rubiana, Ruviana	rug			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rug	Solomon Islands															1		https://play.google.com/store/apps/details?id=org.wycliffe.rovianabible.rov				Buka Hope (ROV): https://www.bible.com/bible/1909/MAT.1	https://globalrecordings.net/en/language/3659	1				https://www.scriptureearth.org/data/rug/video/JESUSFilm-rug.txt																		language map: https://joshuaproject.net/languages/rug	
Rubassa	Basa, Abacha, Abatsa, Basa-Benue, Bassa, Rubasa	bzw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bzw	Nigeria															1							https://www.globalrecordings.net/en/language/bzw					https://www.scriptureearth.org/data/bzw/video/JESUSFilm-bzw.txt																		language map: https://joshuaproject.net/languages/bzw	
Ruching Palaung	Bulei, Da'ang, Raojin, Palaung, Ruching, Bulai, Dlang, Ngwe Palaung, Palay, Pale, Pale Palaung, Pulei, Silver Palaung, Southern Ta'ang, Rulai, Di-Ang, Palaung, Pale, Southern Palaung, Ta-Ang	pce			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=pce	China, Myanmar, Thailand			unknown						unknown						1					https://live.bible.is/bible/PCEHMJ/Mat/1		https://www.globalrecordings.net/en/language/pce					https://www.scriptureearth.org/data/pce/video/JESUSFilm-pce.txt																			
Ruhaya	Bugabo, Bukara, Bumbira, Edangabo, Ganda-Kiaka, Hamba, Hangiro, Hanja, Kyamutwara, Missenyi, Mwani, Nabuddu, Nyakisisa, Yoza, Ziba, Bugabu, Ekiziba, Ihangiro, Kiamutwara, Kianja, Kihanja, Kisiba, Kiziba, Kjamtwara, Kjanja, Luziba, Misenyi, Naziba, Ruziba, Siba, Haya, EkiHaya, Ekihaya, Ekihâya, Kihaya, Luhaya, OluHaya, Oluhaya, Oluhâya, Oruhaya, olu-Haya	hay			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=hay	Tanzania															1							https://www.globalrecordings.net/en/language/hay					https://www.scriptureearth.org/data/hay/video/JESUSFilm-hay.txt																		language map: https://joshuaproject.net/languages/hay	
Rukai	Budai, Labuan, Maga, Mantauran, Tanan, Tona, 'oponoho, Adiri, Kalramomodhesae, Kinulan, Kongadavane, Kucapungan, Laboan, Talamakao, Taromak, Teldrɨka, Vedrai, Banga, Bantalang, Bantaurang, Drukai, Drukay, Dukai, Dyokay, Kadas, Rutkai, Sarisen, Taloma, Tsalisen, Tsarisen	dru			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=dru	Taiwan															1							https://www.globalrecordings.net/en/language/dru																							language map: https://joshuaproject.net/languages/dru	
Rukiga	Chiga, Bachiga, Bahororo, Bakiga, Ciga, Kiga, Nkore, Nkore-Kiga, Oluchiga, Orukiga, Runyankore-Rukiga	cgg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=cgg	Uganda															1																											http://www.onestory-media.org/cgg			language map: https://joshuaproject.net/languages/cgg	
Rumu	Dumu, Kai-Iri, Kairi, Kibiri, Rumuwa, Tumu	klq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=klq	Papua New Guinea															1																														language map: https://joshuaproject.net/languages/klq	
Rundi	Kirundi, Urundi, Igisoni, Ikibo, Ikimoso, Ikinyabweru, Ikiragane, Ikirundi, Ikiyogoma, Urumoso, Hima	run			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=run	Burundi															1				Bible: https://www.zakbijbelbond.nl/en/kirundi-bibles/	https://live.bible.is/bible/RUNBSB/Mat/1		in Rundi: https://globalrecordings.net/en/language/34					https://www.scriptureearth.org/data/run/video/JESUSFilm-run.txt							https://www.scriptureearth.org/data/run/video/Magdalena-run.txt											language map: https://joshuaproject.net/languages/run	
Runyankore-Rukiga	Hima, Hororo, Runyaruguru, Nyankore, Nkole, Nyankole, Olunyankole, Runyankole, Runyankore, Ulunyankole, Ulunyankore	nyn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nyn	Uganda															1							https://www.globalrecordings.net/en/language/nyn					https://www.scriptureearth.org/data/nyn/video/JESUSFilm-nyn.txt																		language map: https://joshuaproject.net/languages/nyn	
Runyoro-Rutoro	Orunyoro, Rutagwenda, Nyoro, Kyopi, Lunyoro, Runyoro	nyo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nyo	Uganda															1						Bible in Runyoro-Rutooro 1964 Version (BRR64): https://www.bible.com/en-GB/bible/2515/MAT.1	https://www.globalrecordings.net/en/language/nyo					https://www.scriptureearth.org/data/nyo/video/JESUSFilm-nyo.txt																		language map: https://joshuaproject.net/languages/nyo	
Ruruuli-Runyala	Runyala, Baruli, Luduuli, Ruli, Ruluuli, Ruluuli-Runyala, Rurulim, Ruuli, Ruuli-Nyala	ruc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ruc	Uganda															1																														language map: https://joshuaproject.net/languages/ruc	
Russian	русский язык‎ (russkij jazyk)	rus			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rus	Azerbaijan, Belarus, China, Estonia, Georgia, Israel, Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Moldova, Mongolia, Russia, Tajikistan, Ukraine, Uzbekistan			unknown						unknown						1				Bible: https://www.zakbijbelbond.nl/en/russian-bibles/ ## https://multilanguagemedia.org/languages/russian/		Новый Русский Перевод (НРП): https://www.bible.com/bible/143/MAT.1 ## Синодальный перевод (SYNOD): https://www.bible.com/bible/167/MAT.1 ## Новый Завет: Современный перевод (RSP): https://www.bible.com/bible/201/MAT.1 ## Библия под ред. М.П. Кулакова и М.М. Кулакова (BTI): https://www.bible.com/bible/313/MAT.1 ## Священное Писание, Восточный Перевод (CARS): https://www.bible.com/bible/385/MAT.1 ## Синодальный перевод (SYNO): https://www.bible.com/bible/400/MAT.1 ## Библия на церковнославянском языке (CSLAV): https://www.bible.com/bible/45/MAT.1 ## перевод Еп. Кассиана (CASS): https://www.bible.com/bible/480/MAT.1 ## Священное Писание, Восточный Перевод (CARSA): https://www.bible.com/bible/840/MAT.1 ## Священное Писание, Восточный Перевод (CARST): https://www.bible.com/bible/853/MAT.1	https://globalrecordings.net/en/langcode/rus	1				https://www.scriptureearth.org/data/rus/video/JESUSFilm-rus.txt																	https://ibt.org.ru/en/media?id=RUS		
Russian Sign Language		rsl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rsl	Bulgaria, Russia															1																															
Russian, Central Asian		rus	04701		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rus&ROD_Code=04701	Azerbaijan, Belarus, China, Estonia, Georgia, Israel, Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Moldova, Mongolia, Russia, Tajikistan, Ukraine, Uzbekistan															1								1																							
Rutul	Chal, Mukhad, Myhynnynydy-ch'el, Rutal, Rutultsy, Rutuly, Borsh-Khnov, Mykhad, Knovtsy, Myhadbyr, North Rutul, South Rutul, Asar-Kala, Borch, Ixrek, Khnov, Luchek, Muxrek, Shinaz, Vrush, Mukhad, Myhynnynydy-ch'el, Rutal, Rutultsy, Rutuly	rut			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rut	Azerbaijan, Russia															1						Лукаады Шадды Хабар (RUTLUK): https://www.bible.com/en-GB/bible/2320/MAT.1	https://www.globalrecordings.net/en/language/rut																						https://ibt.org.ru/en/media?id=RTL		
Ruund	Chilu Wunda, Luunda, Muatiamvua, Northern Lunda, Ruwund, Uruund, Chiluwunda, Kilunda, Kiluunda, Lunda Kambove, Lunda-Kamboro, Luwunda, Ru-unda	rnd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rnd	Angola, Democratic Republic of the Congo															1																															
Rvwang	Kunlang, Ch'opa, Chiutse, Ganung-Rawang, Hkanung, Kiutze, Krangku, Taron, Daru-Jerwang, Khrangkhu-Thininglong, Kyaikhu, Matwang, Tangsar East, Tangsar West, Thaluq, Changgong, Dangraq-Mashang, Langdaqgong, Northern Lungmi, Renyinchi, Southern Lungmi, Nung, Nung Rawang, Qiuze	raw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=raw	India, Myanmar															1							https://www.globalrecordings.net/en/language/raw																								
Rwanda	Kinyarwanda, Ruanda, Ikinyarwanda, Orunyarwanda, Rwandan, Urunyaruanda, Bwisha, Mulenge, Twa, Kinyabwisha, Kinyamulenge, Bufumbwa, Gitwa, Hutu, Igikiga, Ikinyanduga, Rutwa, Hera, Igishiru, Ikigoyi, Kiga, Lera, Ndara, Ndogo, Shobyo, Tshiga, Tshogo, Ululera, Hima, Fumbira, Bafumbira, Banyarwanda, Rufumbira, Runyarwanda	kin			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=kin	Democratic Republic of the Congo, Rwanda, Uganda			unknown						unknown						1				Bible: http://www.amazon.com/Kinyarwanda-BIBILIYA-Umuryango-Bibiliya-Society/dp/9966409181/ref=sr_1_1?ie=UTF8&qid=1429114462&sr ## Bible: https://www.zakbijbelbond.nl/en/kinyarwanda-bibles/		Bibiliya Ijambo ryꞌimana (BIR): https://www.bible.com/bible/395/MAT.1 ## Bible Society in Rwanda 2001: https://www.bible.com/bible/351/MAT.1 ## Bible Society of Rwanda 2004: https://www.bible.com/bible/387/MAT.1 ## Bible Society in Rwanda 2012: https://www.bible.com/bible/430/MAT.1	in Kinyarwanda: https://globalrecordings.net/en/language/1121					https://www.scriptureearth.org/data/kin/video/JESUSFilm-kin.txt							https://www.scriptureearth.org/data/kin/video/Magdalena-kin.txt											language map: https://joshuaproject.net/languages/kin	
Saafi-Saafi	Boukhou, Diobass, Hasab, Sebikotane, Sindia, Saafen, Saafi, Safen, Safi, Safi-Safi, Sereer Saafen, Serer-Safen, Serere-Saafen	sav			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sav	Senegal															1						Fiis ci Hooliɗ ci ŋ saafi-saafi (FHSS): https://www.bible.com/en-GB/bible/2443/MAT.1	https://www.globalrecordings.net/en/language/sav																							language map: https://joshuaproject.net/languages/sav	
Sabaot	Bong'omeek, Book, Koony, Mosoop, Sabiiny, Soomeek, Bok, Bong'om, Kony, Pok, Pong'om, Sābāwōōt, Sebei	spy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=spy	Kenya															1							https://www.globalrecordings.net/en/language/spy	1				https://www.scriptureearth.org/data/spy/video/JESUSFilm-spy.txt																		language map: https://joshuaproject.net/languages/spy	
Sabu	Liae, Mesara, Raijua, Seba, Timu, Dimu, Heba, Mehara, Raidjua, Hawu, Havu, Havunese, Lii Hawu, Savu, Savunese, Sawu, Sawunese	hvn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=hvn	Indonesia															1							https://www.globalrecordings.net/en/language/hvn	1				https://www.scriptureearth.org/data/hvn/video/JESUSFilm-hvn.txt																		language map: https://joshuaproject.net/languages/hvn	
Sadri	सादरी, Sadani, Chota Nagpuri, Dikku Kaji, Ganwari, Gauuari, Gawari, Goari, Jharkhandhi, Nagpuri, Nagpuria, Sadan, Sadana, Sadari, Sadati, Sadhan, Sadhari, Sadna, Sadrik, Santri, Siddri, Sradri, Sadrias Khatoya, Kisan	sck			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sck	India, Nepal			unknown						unknown						1		by Internet Publishing Service: https://play.google.com/store/apps/details?id=org.ips.sck1bible.sadri ## by LCI Apps: https://play.google.com/store/apps/details?id=org.lciindia.sab.sck.bible			https://live.bible.is/bible/SCKIEM/Mat/1		https://globalrecordings.net/en/langcode/sck					https://www.scriptureearth.org/data/sck/video/JESUSFilm-sck.txt																http://www.freebiblesindia.in/bible/sck ## http://www.biblesindia.com		language map: https://joshuaproject.net/languages/sck	
Sadri, Oraon	Borail Sadri, Mokkan Tila Sadri, Nurpur Sadri, Uchai Sadri, Pahan	sdr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sdr	Bangladesh															1							https://www.globalrecordings.net/en/language/sdr																							language map: https://joshuaproject.net/languages/sdr	
Safeyoka	Ambari, Ampale, Ampeeli-Wojokeso, Ampele, Aiewomba, Wojokeso, Wajakes, Wocokeso, Ampale, Ampeeli, Ampeeli-Wojokeso, Ampele	apz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=apz	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.apz.nt.apk		New Testament: https://virtualstorehouse.org/products/ampeeli-safeyoka-nt-apz	https://live.bible.is/bible/APZWBT/Mat/1		https://globalrecordings.net/en/language/3442	1	https://www.scriptureearth.org/data/apz/study/Ampeeli(Safeyoka)NT.jar	https://www.scriptureearth.org/data/apz/study/apz.bbl.mybible																				language map: https://joshuaproject.net/languages/apz	
Safwa	Cisafwa, Kisafwa, Shisafwa	sbk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sbk	Tanzania															1												https://www.scriptureearth.org/data/sbk/video/JESUSFilm-sbk.txt																		language map: https://joshuaproject.net/languages/	
Saho-Eritrea	Saaho, Sao, Shaho, Shiho, Shoho, Irob	ssy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ssy	Eritrea, Ethiopia															1		https://play.google.com/store/apps/details?id=org.wycliffeethiopia.ssy.saaho.qudduskinkitaab										https://www.scriptureearth.org/data/ssy/video/JESUSFilm-ssy.txt																		language map: https://joshuaproject.net/languages/sea	
Sahu	Pa'disua, Tala'i, Palisua, Sa'u, Sahu'u, Sau	saj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=saj	Indonesia															1							https://www.globalrecordings.net/en/language/saj					https://www.scriptureearth.org/data/saj/video/JESUSFilm-saj.txt																		language map: https://joshuaproject.net/languages/saj	
Saint Lucian Creole	Dominican Creole French, Grenadian Creole French, Kwéyòl, Lesser Antillean Creole French, Patois, Patwa, Kwèyòl, Patois, Patwa, Grenadian Creole French, Lesser Antillean Creole French, Saint Lucian Creole French, Creole, Kwéyòl, Trinidadian Creole French	acf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=acf	Dominica, Grenada, Saint Lucia, Trinidad and Tobago	27				1		1		unknown						1		https://play.google.com/store/apps/details?id=org.wycliffe.acf.stluciancreole.bible		New Testament portions: https://virtualstorehouse.org/products/bible-portions-st-lucian-creole-french-acf	https://live.bible.is/bible/ACFWBT/mat/1	https://www.bible.com/bible/510/MAT.1	https://www.globalrecordings.net/en/language/acf	1		https://www.scriptureearth.org/data/acf/study/acf.bbl.mybible					https://www.scriptureearth.org/data/acf/video/ActsVideo-acf.txt					https://www.scriptureearth.org/data/acf/video/acf-JohnAnim-640.txt ## https://www.scriptureearth.org/data/acf/video/acf-JohnAnim-640.txt	https://www.scriptureearth.org/data/acf/video/acf-ScrAnim-640.txt ## https://www.scriptureearth.org/data/acf/video/acf-ScriAnim.txt									language map: https://joshuaproject.net/languages/acf	
Sakachep	Khelma, Sakachep, Thangkachep, Sakechep	sch			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sch	India															1					https://live.bible.is/bible/SCHWFW/MAT/1?audio_type=audio_drama	Pathien Lekhabu Inthieng Chongtung Thar (SAKNT): https://www.bible.com/en-GB/bible/2454/MAT.1	https://www.globalrecordings.net/en/language/sch																							language map: https://joshuaproject.net/languages/sch	
Sakalava	Menabe, Northern Sakalava Boeny, Southern Sakalava Boeny, Vezo, Malagasy, Sakalava	skg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=skg	Madagascar															1																														language map: https://joshuaproject.net/languages/skg	
Sakata	Bai, Djia, Tuku, Batow, Dia, Dja, Ketu, Kibai, Kibay, Kidjia, Wadia, Kisakata, Lesa, Odual, Saka	skt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=skt	Democratic Republic of the Congo															1																														language map: https://joshuaproject.net/languages/skt	
Saliba	Logea, Logeya, Loga	sbe			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sbe	Papua New Guinea															1		https://play.google.com/store/apps/details?id=org.wycliffe.sbe.saliba.pnt					https://globalrecordings.net/en/language/20033	1																						language map: https://joshuaproject.net/languages/sbe	
Salt-Yui	Iui, Salt, Salt-Iui, Yui, Salt, Salt-Iui, Yui	sll			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sll	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.sll.salt.yui.nt		New Testament: https://virtualstorehouse.org/products/russian-english-bilingual	https://live.bible.is/bible/SLLTBL/Mat/1		https://www.globalrecordings.net/en/language/sll	1	https://www.scriptureearth.org/data/sll/study/Salt-YuiNT.jar	https://www.scriptureearth.org/data/sll/study/sll.bbl.mybible																				language map: https://joshuaproject.net/languages/sll	
Saluan	Kintom-Pagimana-Boalemo, Loinang, Luwuk, Baloa', Kohumama', Lingketeng, Coastal Saluan, Loindang, Madi, Mondono	loe			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=loe	Indonesia															1							https://www.globalrecordings.net/en/language/loe					https://www.scriptureearth.org/data/loe/video/JESUSFilm-loe.txt																		language map: https://joshuaproject.net/languages/loe	
