English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Ticuna	Tikuna, Tukuna	tca		Peru edition	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tca&var=d	Brazil, Brazil, Colombia, Peru	27	5		5	1		39				1		1		1		https://play.google.com/store/apps/details?id=org.scriptureearth.tca.p.nt.apk		New Testament with OT portions (Peru edition): https://virtualstorehouse.org/products/ticuna-nt-with-ot-portions-tca-peru-ed	https://live.bible.is/bible/TCATBL		https://globalrecordings.net/en/language/tca	1		https://www.scriptureearth.org/data/tca/study/tca.bbl.mybible		https://www.scriptureearth.org/data/tca/video/JESUSFilm-tca.txt								https://www.scriptureearth.org/data/tca/video/tcaP-JohnSlide.txt ## https://www.scriptureearth.org/data/tca/video/tcaP-JohnSlide-download.txt	https://www.scriptureearth.org/data/tca/video/tcaP-ScrSlide.txt ## https://www.scriptureearth.org/data/tca/video/tcaP-ScrSlide-download.txt									Languages of Peru: https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&ll=-7.623887,-71.499023&spn=17.57336,33.618164&t=h&z=5&msid=205343742597758645576.00049d0ac7a6bcc617ed9 ## languages of Brazil: https://maps.google.com/maps/ms?hl=en&ie=UTF8&msa=0&ll=-9.18887,-45.703125&spn=44.504002,81.738281&t=h&z=4&msid=205343742597758645576.00049d0d51d319f4f5b2a ## languages of Colombia: https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=205343742597758645576.00049d00be1a95cb17fc4&ll=h&z=5 ## language map: https://joshuaproject.net/languages/tca	
Tifal	Tifalmin, Asbalmin	tif			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tif	Papua New Guinea															1		https://play.google.com/store/apps/details?id=org.wycliffe.tif.tifal				https://www.bible.com/bible/1647/MAT.1	https://globalrecordings.net/en/language/3052	1																						language map: https://joshuaproject.net/languages/tif	
Tigre	Tigraayit, Beni-Amir, Dahalik, Habab, Mansa', Semhar, Senhit, Ad-Tekleis, Ad-Temariam, Bet-Juk, Marya Kayah, Mensa, Tigré, Algeden	tig			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tig	Eritrea, Sudan																											https://www.scriptureearth.org/data/tig/video/JESUSFilm-tig.txt		(tig-LUMOJohn.txt): Gospel of John Videos (Lumo) ## (tig-LUMOJohn-download.txt): Gospel of John Videos (Lumo)																language map: https://joshuaproject.net/languages/tig	
Tigrinya	Beta Israel, Tigray, Tigrinya, Tigrigna, Habashi, Tigrie	tir			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tir	Eritrea, Ethiopia, Israel																	https://play.google.com/store/apps/details?id=com.wongeladvocate.TigrignaBible&hl=en		Bible: https://www.zakbijbelbond.nl/en/tigrinya-bibles/ ## https://multilanguagemedia.org/languages/tigrinya/	https://live.bible.is/bible/TIRTBI	Tigrigna Bible: https://www.bible.com/en-GB/bible/2998/MAT.1	https://globalrecordings.net/en/language/204					https://www.scriptureearth.org/data/tir/video/JESUSFilm-tirEr.txt ## https://www.scriptureearth.org/data/tir/video/JESUSFilm-tirEth.txt							https://www.scriptureearth.org/data/tir/video/Magdalena-tir.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/tigrinya-ethiopia.html							language map: https://joshuaproject.net/languages/tir	
Tii	Rote, Rote Barat, Roti, Rotinese, Thie, Ti, Western Rote	txq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=txq	Indonesia																				https://live.bible.is/bible/TXQWYI	https://www.bible.com/bible/1554/MAT.1	https://www.globalrecordings.net/en/language/txq	1																						language map: https://joshuaproject.net/languages/txq	
Tikar	Ndob, Ndome, Tikali, Tikar-East, Tikari, Tingkala, Bandobo, Gambai, Kong, Mankim, Nditam, Tige, Twumwu, Tikar de Bankim, Tikar de Ngambe, Tumu, Twùmwù, lɛ̀ʼ Tikarì	tik			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tik	Cameroon	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.tik.nt.apk			https://live.bible.is/bible/TIKWYI		https://globalrecordings.net/en/program/A15721			https://www.scriptureearth.org/data/tik/study/tik.bbl.mybible																				language map: https://joshuaproject.net/languages/tik	
Timbe	Central Timbe, North Timbe, South Timbe	tim			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tim	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.tim.timbe		New Testament: https://virtualstorehouse.org/products/timbe-nt-tim	https://live.bible.is/bible/TIMWBT	https://www.bible.com/bible/1211/MAT.1	https://www.globalrecordings.net/en/language/tim	1		https://www.scriptureearth.org/data/tim/study/tim.bbl.mybible																				language map: https://joshuaproject.net/languages/tim	
Timor Dakwan	Amanuban-Amanatun, Amfoan-Fatule'u-Amabi, Biboki-Insana, Kusa-Manlea, Mollo-Miomafo, Amabi, Amanatun, Amanuban, Amanubang, Amfoan, Amfuang, Biboki, Fatule'u, Insanao, Kusa, Manea, Manlea, Miomafo, Mollo, Uab Meto, Atoni, Meto, Orang Gunung, Timol, Timor, Timoreesch, Timoreezen, Timorese, Uab Atoni Pah Meto, Uab Pah Meto	aoz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aoz	Indonesia																				https://live.bible.is/bible/AOZLAI ## - 2020 Unit Bahasa dan Budaya (UBB): https://live.bible.is/bible/AOZUBB ## - 2020 Unit Bahasa dan Budaya (UBB): https://live.bible.is/bible/AOZUBV	SULAT KNINO BENO ALEKOT (AOZ): https://www.bible.com/en-GB/bible/2837/MAT.1	https://www.globalrecordings.net/en/language/aoz																							language map: https://joshuaproject.net/languages/aoz	
Timugon Murut	Beaufort Murut, Bukau, Dabugus, Kapagalan, Lower Murut, Murut Padas, Poros, Sandiwar, Timugon, Binta', Bukow, Sandewar, Murut, Timugon, Temogun, Timigan, Timigun, Timogon, Timogun, Tumugun	tih			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tih	Malaysia																				https://live.bible.is/bible/tihbsm	https://www.bible.com/bible/99/MAT.1	https://www.globalrecordings.net/en/language/tih																							language map: https://joshuaproject.net/languages/tih	
Tira	Kinderma, Tira El Akhdar, Tira Lumum, Tira Mandi, Kanderma, Luman, Tira Dagig, Lithiro, Littiro, Thiro, Tiro, Zittiro	tic			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tic	Sudan																											https://www.scriptureearth.org/data/tic/video/JESUSFilm-tic.txt																		language map: https://joshuaproject.net/languages/tic	
Tiv		tiv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tiv	Cameroon, Nigeria																				https://live.bible.is/bible/TIVB64	ICIGHAN BIBILO (TOBNR): https://www.bible.com/en-GB/bible/2575/MAT.1	https://www.globalrecordings.net/en/language/tiv					https://www.scriptureearth.org/data/tiv/video/JESUSFilm-tiv.txt																			
Tiwa, Northern	Picuris, Taos	twf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=twf	United States																											https://www.scriptureearth.org/data/twf/video/JESUSFilm-twf.txt																		language map: https://joshuaproject.net/languages/twf	
Tiwa, Southern	Isleta, Sandia, Isleta Pueblo	tix			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tix	United States																				https://live.bible.is/bible/TIXWBT		https://www.globalrecordings.net/en/language/tix																							language map: https://joshuaproject.net/languages/tix	
Tiwi		tiw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tiw	Australia																						https://www.globalrecordings.net/en/language/tiw	1																						language map: https://joshuaproject.net/languages/tiw	
Tiya	Bijim, Legeri, Vaghat, Ya, Boi, Kadun, Kwanka, Tivaghat, Tiya, Tiyaa, Vwhat	bij			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bij	Nigeria																						https://www.globalrecordings.net/en/language/bij					https://www.scriptureearth.org/data/bij/video/JESUSFilm-bij.txt																		language map: https://joshuaproject.net/languages/bij	
Toaripi	Kaipi, Sepoe, Toaripi, Melaripi, Moripi-Iokea, Moveave, East Elema, Motumotu	tqo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tqo	Papua New Guinea																				https://live.bible.is/bible/TQOTQO		https://www.globalrecordings.net/en/language/tqo																							language map: https://joshuaproject.net/languages/tqo	
Toba	Toba Qom, Chaco Sur, Namqom, Qoml'ek, Toba Sur, Northern Toba, Southeast Toba, Toba Sur, Toba-Pilagá, Toba Sombrero negro, Toba del Oeste, Chaco Sur, Namqom, Qom, Qoml'ek, Emok-Lik, Qom-Lik, Takshika, Toba-Qom	tob			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tob	Argentina, Bolivia, Paraguay																				https://live.bible.is/bible/TOBBSA	Nuevo Testamento Toba Sur (TBSNT) (NT 2004): https://www.bible.com/bible/1510/MAT.1 ## La'aqtaqa Ñim Lo'onatac 'Enauacna (LÑLE) (Bible 2013): https://www.bible.com/bible/574/MAT.1 ## Toba del Oeste libro de 1ra Samuel (TDO): https://www.bible.com/en-GB/bible/2409/MAT.1 ## Nuevo Testamento Toba Sombrero Negro (TSN): https://www.bible.com/en-GB/bible/482/MAT.1	https://globalrecordings.net/en/language/22280						https://www.scriptureearth.org/data/tob/video/LukeVideo-tob.txt																	language map: https://joshuaproject.net/languages/tob	
Toba-Maskoy	Cabanatit, Enenxet, Machicui, Quilyilhrayrom, Toba of Paraguay, Toba-Enenlhet	tmf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tmf	Paraguay																						https://www.globalrecordings.net/en/language/tmf					https://www.scriptureearth.org/data/tmf/video/JESUSFilm-tmf.txt																		language map: https://joshuaproject.net/languages/tmf	
Tobanga	Mande, Tobanga, Deressia, Gabri, Gabri-Nord, Gabri-North, Northern Gabri	tng			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tng	Chad																				 - Tobanga New Testament: https://live.bible.is/bible/TNGUBS/		https://www.globalrecordings.net/en/language/tng																							language map: https://joshuaproject.net/languages/tng	
Tobelo	Boëng, Dodinga, Heleworuru	tlb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tlb	Indonesia																				https://live.bible.is/bible/TLBLAI	MA JOU AI BUKU O ABARI MA OA (TLB): https://www.bible.com/en-GB/bible/2897/MAT.1	https://www.globalrecordings.net/en/language/tlb					https://www.scriptureearth.org/data/tlb/video/JESUSFilm-tlb.txt																		language map: https://joshuaproject.net/languages/tlb	
Tohono Oꞌodham	Pima, Papago, Nebome, Nevome, Pápago-Pima, Tohono O, O, Oʼodham ñiok, Pápago, Akimel O, Papago-Pima, Upper Piman	ood	237		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ood&rod=237	Mexico, United States	27				1		3		3						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.tohonooodhambible.ood	https://www.scriptureearth.org/data/ood/study/oodNT_Tohono_Oodham3gp-9.2.1.apk: (con el texto y audio del Nuevo Testamento 195MB) ## https://www.scriptureearth.org/data/ood/study/oodNT_Tohono_Oodham-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/ood/study/oodNT_Tohono_Oodham3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 179MB)	New Testament: https://virtualstorehouse.org/products/o-odham-nt-ood ## Nuevo Testamento: https://www.amazon.com.mx/Tohono-Oodham-Testament-Wycliffe-Translators/dp/1531305113/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=FT3SCPQUP5GQ&keywords=new+testament+ ## New Testamento: https://www.amazon.com/Tohono-Oodham-Testament-Wycliffe-Translators/dp/1531305113/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=FT3SCPQUP5GQ&keywords=new+testament+toh	https://live.bible.is/bible/PAPTBL	Jiosh Wechij Oꞌohana (OODNT): https://www.bible.com/en-GB/bible/257/MAT.1	https://www.globalrecordings.net/en/language/237	1	https://www.scriptureearth.org/data/ood/study/ood_MAT_REV.jar	https://www.scriptureearth.org/data/ood/study/ood.bbl.mybible											https://www.scriptureearth.org/data/ood/video/ood-scripture-videos.txt ## https://www.scriptureearth.org/data/ood/video/ood-00237-ScriptureAnim-640.txt									indigenous Languages of the United States: https://maps.google.com/maps/ms?hl=en&ie=UTF8&msa=0&ll=46.800059,-121.113281&spn=63.12127,180.175781&t=h&z=3&msid=205343742597758645576.00049d0ce25d9ad8ea179	
Tojolabal	Comiteco, Chañabal, Tojol-ab'al	toj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=toj	Mexico	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.tojolabal.toj	https://www.scriptureearth.org/data/toj/study/tojNT_Tojolabal-4.7.apk: (para dispositivos móviles con menos de Android 4.0)	New Testament: https://virtualstorehouse.org/products/tojolabal-nt-toj ## Nuevo Testamento: https://www.amazon.com.mx/d/1531306462/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=biblebuild-20&linkId=39f4fb46f11b419a8f0be8c58150ca0f ## New Testament: https://www.amazon.com/d/1531306462/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=biblebuild-20&linkId=39f4fb46f11b419a8f0be8c58150ca0f		Ja yajcꞌachil testamento sbaj ja cajualtic Jesucristo: https://www.bible.com/bible/1381/MAT.1 ## Ja yajcꞌachil testamento sbaj ja cajualtic Jesucristo (TOJNT): https://www.bible.com/bible/844/MAT.1 ## La palabra de Dios: https://www.bible.com/en-GB/bible/3023/MAT.1	Grabaciones de audio: https://globalrecordings.net/en/language/161	1	https://www.scriptureearth.org/data/toj/study/toj_MAT_REV.jar	https://www.scriptureearth.org/data/toj/study/toj.bbl.mybible		https://www.scriptureearth.org/data/toj/video/JESUSFilm-toj.txt																		language map: https://joshuaproject.net/languages/toj	
Tok Pisin	Melanesian English, Neomelanesian, New Guinea Pidgin English, Pidgin, Pisin, Neomelanesian, New Guinea Pidgin English, Pidgin, Pisin	tpi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tpi	Papua New Guinea																	https://play.google.com/store/apps/details?id=org.elcpng.amamas.tpi	https://www.scriptureearth.org/data/tpi/study/tpi_Tok_Pisin_Bible.Amamas-2.3.apk		https://live.bible.is/bible/TPIPNG		https://globalrecordings.net/en/language/380	1				https://www.scriptureearth.org/data/tpi/video/JESUSFilm-tpi.txt	https://www.scriptureearth.org/data/tpi/video/LukeVideo-tpi.txt										https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/tok-pisin.html							language map: https://joshuaproject.net/languages/tpi	
Tol	Jicaque, Tolpan, Xicaque, Tolpan, Tolupan, Torrupan	jic			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=jic	Honduras	27	260			1	1										1			New Testament: https://virtualstorehouse.org/products/tol-nt-jic	https://live.bible.is/bible/JICWBT	Dios Tjevele Jupj 'Üsüs La Qjuisiji Jesucristo Mpes (JICNT): https://www.bible.com/bible/249/MAT.1	https://www.globalrecordings.net/en/language/jic	1		https://www.scriptureearth.org/data/jic/study/jic.bbl.mybible																				languages of Honduras: https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=205343742597758645576.00049d1591d7f8278b633&t=h&z=7	
Tolaki	Asera, Konawe, Laiwui, Mekongga, Wiwirano, Asera Wanua, Bingkokak, Kendari, Kioki, Kolaka, Konio, Nohina, Noie, Norio, Tamboki, Tambuoki, Laki, Lolaki, To'olaki, Tokia, Tololaki	lbw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbw	Indonesia																				2013 Edition: https://live.bible.is/bible/LBWLAI							https://www.scriptureearth.org/data/lbw/video/JESUSFilm-lbw.txt																		language map: https://joshuaproject.net/languages/lbw	
Tolomako	Big Bay, Marina, Tolomako-Jereviu	tlm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tlm	Vanuatu																					Tolomaku Portions 1909 (TLM9109): https://www.bible.com/en-GB/bible/2762/MAT.1	https://www.globalrecordings.net/en/language/tlm																							language map: https://joshuaproject.net/languages/tlm	
Toma	Gizima, Koima, Konokoro, Lulama, Manyaka, Vekema, Weima, Yala, Toa, Toale, Toali, Tooma	tod			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tod	Guinea																				- Bible Society of Guinea Version: https://live.bible.is/bible/TODPBT	GALA Sɛʋɛi (GS): https://www.bible.com/bible/1380/MAT.1	https://www.globalrecordings.net/en/language/tod	1				https://www.scriptureearth.org/data/tod/video/JESUSFilm-tod.txt											https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/toma.html							language map: https://joshuaproject.net/languages/tod	
Tombonuo	Lingkabau Sugut, Sugut, Linkabau, Sungoi, Lobu, Paitan, Sungai, Sungei, Tambanua, Tambanuo, Tambanuva, Tambanwas, Tambenua, Tambunwas, Tangar nu Tombonuo, Tembenua, Tombonuva, Tombonuwo, Tumbunwha, Tunbumohas	txa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=txa	Malaysia																				https://live.bible.is/bible/TXATBL		https://www.globalrecordings.net/en/language/txa																							language map: https://joshuaproject.net/languages/txa	
Tombulu	Taratara, Tomohon, Minahasa, Minhasa, Tombalu, Tombula, Tombulu', Toumbulu	tom			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tom	Indonesia																				https://live.bible.is/bible/TOMLAI	Taaz Weru Witu u Nunuwuꞌen Tombulu (LAITOM): https://www.bible.com/en-GB/bible/2748/MAT.1	https://www.globalrecordings.net/en/language/tom					https://www.scriptureearth.org/data/tom/video/JESUSFilm-tom.txt																		language map: https://joshuaproject.net/languages/tom	
Tondano	Kakas, Remboken, Tondano, Ka'kas, Tolou, Tolour, Tondanou, Toulour	tdn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tdn	Indonesia																						https://www.globalrecordings.net/en/language/tdn					https://www.scriptureearth.org/data/tdn/video/JESUSFilm-tdn.txt																		language map: https://joshuaproject.net/languages/tdn	
Tonga, Malawi	Tonga, Chitonga, Kitonga, Siska, Sisya, Western Nyasa	tog			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tog	Malawi																					Tonga Bible 1986: https://www.bible.com/en-GB/bible/2974/MAT.1						https://www.scriptureearth.org/data/tog/video/JESUSFilm-tog.txt																		language map: https://joshuaproject.net/languages/tog	
